MOFname,smi
"mof_unit_pretest_104.cif
",C\1(=C(/[C]C=[CH])\[CH])/O[Cu]234([Cu](N([C][C]([C][C]=O)C(=O)O)[CH])(O1)(O[C](C([C](C(=O)O)C(=O)O)([CH2])[CH2])O2)(O/C(=C(/[C]C=[CH])\[CH])/O3)O[C](C([CH2])([C](C(=O)O)C(=O)O)[CH2])O4)N([C]C=[CH])[C]C(=O)O.[OH]
"mof_unit_pretest_1040.cif
",C\1(=C(/[C][CH]Cl)\[CH])/O[Zn]23(N([CH])[C][CH2])O[C](C([CH2])([CH2])[CH]Cl)O[Zn](N([C][CH2])[CH])(O1)(O/C(=C(\[CH])/[C][CH2])/O2)O[C](C([CH2])([CH2])[CH2])O3
"mof_unit_pretest_1041.cif
",C1(=[C])O[Zn]23([N])OC(=[C])O[Zn]([N])(O1)(O[C](c1c(c(c(c(c1Cl)Cl)[CH])Cl)Cl)O3)O[C](c1c(c(c(c(c1Cl)Cl)[CH])Cl)Cl)O2
"mof_unit_pretest_1042.cif
",C(=O)(C#C[C@]12[C@H]3[C@@H]4[C@@]5([C@H]3[C]1[C@@H]5[C@H]24)C#CC(=O)[O])O[Cr](OC(=O)C#C[C@]12[C@H]3[C]4[C@@]5([C]3[C@]1([C@@]5([C@H]24)C#N)NC)C#CC(=O)[O])([O])(OC(=O)C1=[C][C]=C(C=C1)c1ccc(cc1)C(=O)[O])OC(=O)c1ccc(c(c1)[C])c1ccc(cc1)[C]1O[Cr]O[Cr]O[C](c2c(cc(c3ccc(cc3)[C]3O[Cr]O[C](C#C[C@]45[C@H]6[C@@H]7[C@@]8([C@H]6[C@H]4[C@@H]8[C@H]57)C#CC(=O)[O])O[Cr]O3)cc2)C#N)O[Cr]O1.[H].[H].[H].[H].[H].[N]
"mof_unit_pretest_1043.cif
",O1[C](O[V]2([O])([O])O[C](O[V]1(O[C]C#C/[C]=[C]\C)(O[C]C#C[C]1[C]([CH][C]1N)C)(O2)[O])C#C[C]1[C]([C]([CH]1)C)N)C#C[C]=[CH].O1[C](O[V]2([O])([O])O[C](O[V]1(O[C]C#C/[C]=[C]\C)(O[C]C#C[C]1[C]([CH][C]1N)C)(O2)[O])C#C[C]1[C]([C]([CH]1)C)N)C#C[C]=[CH].[C](=[C]\N)\C.[C](=[C]\N)\C.[C](=[CH])N.[C](=[CH])N
"mof_unit_pretest_1044.cif
",O(C(=O)C#C[C@@]12[C@H](C[C@@](CC1)([C@@H]([C@@H]2F)F)C#CC(=O)O[V](OC(=O)c1c2c(c(ccc2c(C(=O)O[V][O])c2c1c(c(cc2F)N)N)[NH])F)[O])N)[V]([O])O[C]c1c2cc(c(c(c2c(c2c1c(c(c(c2[NH])[NH])N)F)[C][O])[N])[N])F.[O].[O][C]C#C[C]1[C@H](C([C]([CH][CH]1)C#C[C][O])(N)N)F.[O].[CH]([C]F)[NH].[H].[O][V]([O])[O].[NH].[H].[H].[H].[H].[H].[H].[H].[H].[H].[F]
"mof_unit_pretest_1045.cif
",C\1(=C(/[C][CH]C)\[CH])/O[Cu]234([Cu](N([C][CH]C)[CH])(O1)(O[C](c1c(c(c([C])cc1)C(=O)O)C(=O)O)O2)(O/C(=C(\[C]C)/[C][CH2])/O3)O[C](c1ccc(cc1)[C])O4)N([CH])[C][CH2].[H].[H]
"mof_unit_pretest_1046.cif
",[C]12C3=C4C=CC(=[C]C4=[C]C(=C3Cl)[C]O[Cu](O[C]C3=C(C(=C4C=CC(=[C]C4=[C]3)[C]C=[CH])[C]3O[Cu]456[Cu]7(O[C](C8=C(C(=[C]C9=[C]C(=CC=C89)[C]C=[CH])[C][O])Cl)O4)(O3)O[C](c3c4c8=C([C]=C([C]OCC)[C]4Cl)[C]=C([C]OCC)C(=c8c(c3Cl)[C]3O[Cu]48([Cu](O1)(O[C](C1=C(C(=[C]C9=[C]C(=CC=C19)[C]C=[CH])[C][O])Cl)O8)(O/C(=C(\[C]([C](C1=C(C(=C([C]([C]/[C]=C\8/O[Cu]9%10%11[Cu]%12(O[C](C%13=C(C(=[C]C%14=[C]C(=CC=C%13%14)[C]C=[CH])[C]O[Cu](O[C]C%13=[C]C%14=[C]C(=CC=C%14C(=C%13Cl)[C]%13O[Cu]%14%15%16[Cu](O[C](C%17=C%18C=CC(=[C]C%18=[C]C(=C%17Cl)[C][O])[C]C=[CH])O%14)(O%13)(O/C(=C(/C%13=C(c%14c(c(c([C]([C]/[C]=C(\O5)/O7)Cl)c(c%14[C]=[C]%13)[C])OCC)OCC)Cl)\[C])/O%15)O[C](C5=C(C(=C7[C]%13C(=[C]C(=C7Cl)[C]OCC)[C]=C([C]O[CH]C)C(=C5%13)Cl)[C](O%11)O%12)Cl)O%16)[C]C=[CH])([O])[O])Cl)O%10)(O[C](C5=C7C=CC(=[C]C7=[C]C(=C5Cl)[C][O])[C]C=[CH])O9)O8)Cl)[C]=[C]1)OCC)OCC)Cl)[C])/[C])/O4)O3)O2)Cl)O6)Cl)([O])[O])[C]C=[CH].[Cl].[Cl].[Cu][O].[Cu][O].[H].[O].[O]
"mof_unit_pretest_1047.cif
",[C]1(/C(=[C]\C#N)/[CH])O[Zn]23(N([CH])[CH])O[C](C(=[CH])[C]C#N)O[Zn](N([CH])[CH])(O1)(O/C(=C\[CH])/O3)O/C(=C/[CH])/O2
"mof_unit_pretest_1048.cif
",[C][O].C1=C(c2c(c3c4c(c2)cc(c2c4c(c(c3)F)cc([C]3C=NN=C3OCCC)c2)OCCC)F)C(=N[N]1)F.[CH2]C[CH]O/C(=N\[Ni]1[N@]2[C](C(=[C]N2[Ni]N2C=C([CH][N@@]12)C1=CC(=[C][C]=C1)[C]([C])OCCC)[C]/C=C\[C]=[CH])F)/[C].[CH2][CH]C.[C]1(C(=[C]N2[N@@]1[Ni]([N@]1[C]C(=C(F)N1[Ni]2)[C]=[CH])/N=C/[C])[C]/C(=C(\[C]=[C]/OCCC)/F)/OCCC)F.[C][C]C(=[CH])C(=[CH])F.[C]1=C([C]=[C]C(=C1)[O])F.[C][CH].[C](=[CH])F.[CH]CC.[CH].[CH2]CC.[H].[H].[H].[H].[H].[H].[H].[N].[N].[O]
"mof_unit_pretest_1049.cif
",[C]1([CH][CH])O[Cr]234O[C](/C=C/[CH]/C=C/5\O[Cr@@]67O[C]O[Cr]89(O[C]O[Cr](O[C]([CH][CH])O7)(O[C]O8)(O5)O9)O[C](/C=C/C=[CH])O6)O[Cr@]5(O[C]O[Cr](O[C](/C=C/C=[CH])O2)(O[C]O4)(O[C]O5)O3)O1.[CH].[CH].[CH].[CH].[CH].[CH].[CH].[CH]
"mof_unit_pretest_105.cif
",O1[C](O[V]2(O/[C]=[C]\[CH]/C=[C]/[CH])(O/[C]=[C]\C=C/[C][CH])(O[C](O[V]1([O])([O])O2)C1=CC(=[C]C=C1)[CH2])[O])C1=CC=[C]C(=C1)[CH2].O1[C](O[V]2(O/[C]=[C]\C=C/[C][CH])(O/[C]=[C]\[CH]/C=[C]/[CH])(O[C](O[V]1([O])([O])O2)C1=CC=[C]C(=C1)[CH2])[O])C1=CC(=[C]C=C1)[CH2].[CH]=[C]CC.[CH]=[C]CC.[CH]=[C]CC.[CH]=[C]CC.[CH].[CH].[CH].[CH].[CH3].[CH3].[CH3].[CH3]
"mof_unit_pretest_1050.cif
",O1[C](O[V]2([O])(O[C](O[V]1(O[C]C#C[C][O])(O[C]C1=[C][C]=C(C=C1)[C][O])(O2)[O])C#CC(=O)O[V][O])[O])c1c2c(c(cc1)C(=O)[O])[C@](C2)(O)[C][C].[C]([CH2])(O)[C]=[CH].[O].[O][V][O].[CH]=CC=[CH].[CH]C=[CH].[CH].[H]
"mof_unit_pretest_1051.cif
",O1[C](O[Cu]234(O[C](O[Cu]12(O/C(=C/[CH])/O3)(O[C](O4)C#C[C@]([C](C[CH]C)N(=O)=O)([CH]N(=O)=O)[CH]CC[CH2])N[CH])C#CC([CH]CCC)([CH2])[CH2])N[CH])/C=[C]\N(=O)=O.[H].[H]
"mof_unit_pretest_1052.cif
",[C]1(/C(=[C]\S([O])([O])O)/F)O[Zn]23(N[C][S]([O])[O])O[C](c4ccc(c(c4)F)N4C(=O)C(=[C]/C(=[C]/F)/C4=O)[C]S([O])([O])O)O[Zn](N([C]F)S([O])([O])[O])(O1)(O[C](c1c(cc(c(c1S([O])([O])O)S([O])([O])O)N1C(=O)C(=[C]/C(=[C]/F)/C1=O)[C][S]([O])[O])F)O2)O/C(=C(\[CH])/F)/O3.[H].[H].[OH].[O]
"mof_unit_pretest_1053.cif
",[C]1([C])O[Zn]23([N])O[C]([C])O[Zn]([N])(O1)(O[C]([C](/[C]=C/[CH])[C][CH][CH])O3)O[C]([C](/[C]=C/[CH])[C][CH][CH])O2.[C]O.[C]O.[H].[H].[O].[O]
"mof_unit_pretest_1054.cif
",O1/C(=C\C=C(\[CH]C(=O)O[V][O])/N(=O)=O)/O[V]2(O/C(=C/[C](/C=C/C(=O)O[V]([O])O[C][C][C@H]([C][N][O])N)N(=O)=O)/O[V]1(O2)(O[C][C][C@H]([C][N][O])N)(O[C][C][CH])[O])([O])[O].[O].[O][C][C][CH].[O].[CH][C]N.[CH][C]N.[H].[H].[H].[H].[H].[H].[H].[H].[CH2].[CH2].[O].[O]
"mof_unit_pretest_1055.cif
",[C]1([C])O[Zn]23([N])O[C]([C])O[Zn]([N])(O1)(O[C](c1ccc(c(c1)N)N1C(=O)C4=C5C(=CC=[C]C5=[C]C=C4)C1=O)O3)O[C](c1ccc(c(c1)N)N1C(=O)C3=CC=[C]C4=[C]C=CC(=C34)C1=O)O2.[H].[H].[H].[H]
"mof_unit_pretest_1056.cif
",[C][C]O[Zn@]12O[Zn]O[C](c3c(c(c(C(=O)O[Zn](O[C][C])OC(=O)c4c(c(c(C(=O)O[Zn]([O])O[C](c5c(c(c([C]6O[Zn]7O[Zn](O[C](C#C[C]8O[Zn]9O[C]%10c%11c(c(c(C(=O)O[Zn@@](O[C][C])([O])OC(=O)c%12c(c(c(C(=O)O[Zn]([O])OC(=O)c%13c(c(c([C](O[Zn]O[C]C#[C])O[Zn]([O])O[C](c%14c(c(c([C](O[Zn](O9)O8)O[Zn](O[C][C])O%10)c(c%14OCC)OCC)OCC)OCC)O[Zn])c(c%13OCC)OCC)OCC)OCC)c(c%12OCC)OCC)OCC)OCC)c(c%11OCC)OCC)OCC)OCC)O7)O[C](c7c(c(c(C(=O)O2)c(c7OCC)OCC)OCC)OCC)O[Zn]([O])O6)c(c5OCC)OCC)OCC)OCC)O[Zn]O[C]=O)c(c4OCC)OCC)OCC)OCC)c(c3OCC)OCC)OCC)OCC)O1.[O]
"mof_unit_pretest_1057.cif
",[CH].c1(c(n(nc1C1=C[C]=CC=C1)[Ni][N])C1=C[C]=CC=C1)c1cc(c(c2cnn(c2)[Ni][N])c(c1)c1ccccc1)c1ccccc1.[C](=C\[CH]C1=CN(N=[C]1)[Ni]([N][CH])N1[C]=C([C]C=[CH])C=N1)\[CH].C1=NN([C]=C1[C]C=[C])[Ni](N([CH])[N])[N][C]([C])[CH]C.[C][C].[CH].[C].[H].[H].[H].[H].[H].[H].[C]/[C]=C\C=[CH].[CH].[H].[H].[H]
"mof_unit_pretest_1058.cif
",O1[C](O[V]2([O])(O[C](O[V]1(O[C]c1c3C=C[C]=[C]c3c(c3c1cc(cc3)NC)[C][O])(O[C]c1cc3C4=C(C=[C]c3cc1N)C(=[C]C=C4)[C][O])(O2)[O])c1c2=CC=[C][C]=c2c(c2c1cc(cc2)NC)C(=O)O[V][O])[O])c1cc2-c3ccc(c(c3C=[C]c2cc1N)C(=O)[O])[N][CH2].[H].[H].[O].[O][V][O].[NH2].[NH2].[NH2].[NH2].[N][CH2].[H].[H].[H].[H]
"mof_unit_pretest_1059.cif
",C(=O)(C#CC(=O)[O])O[Cr]OC(=O)C#C[C]1O[Cr]O[C](C2=[C][C]=C(C=C2)C(=O)[O])O[Cr]23(O1)O[C](c1c(c(c(C(=O)[O])c(c1N)C)N)[CH])O[Cr](O[C](C#C[C](O[Cr])O[Cr])O2)O3.[C]1=[C]C(=C(C(=C1C(=O)[O])C)[NH])C(=O)[O].[H].[H].[O].[NH2].[H].[H].[H].[NH].[H]
"mof_unit_pretest_106.cif
",C\1=[C]/[C]/C=C\[C]/[C]=C/N=[Ni@]([N][C]([C]c2ccc(cc2)[C][C]([N][Ni](=N/C=[C]/[C]/C=C\[C]/[C]=C/[N][Ni]2[N@@]3[C](C(=C(N3[Ni](N=[CH])N3C=C([CH][N@@]23)[C@]23[C@H]4[C@@H]5[C@@]6(C7=CN8[N@@]([CH]7)[Ni]([N@]7[C](C(=C(N7[Ni]8[N]1)S([O])([O])O)[C]C=[CH])S([O])([O])O)N=[CH])[C@H]([C@@H]2[C@@H]46)[C@H]35)S([O])([O])O)[C]C=[CH])S([O])([O])O)(N=[CH])N=[CH])S([O])([O])O)S([O])([O])O)([N][CH])N=[CH].[CH][C]([C]/C=N/[Ni@@](=N[CH])(/N=[C]\S([O])([O])O)[N]/C=[C]/[C]/C=C\[C]/[C]=C/[N])[CH].[C](=[CH])[C]/C=N/[Ni@@](=N[CH])(/N=[C]\S([O])([O])O)[N]/C=[C]/[C]/C=C\[C]/[C]=C/[N].[CH]=[CH].[CH]=[CH].[CH]=[CH].[CH]=[CH].[CH][N].[CH][N].[CH].[CH].[CH]
"mof_unit_pretest_1060.cif
",C(=O)(C1=C(C(=[C][C]=C1)[C]/C=C(\[C])/C)F)O[Cu@@](N1C(=Cc2c(=C1C)c1c(cc2)c2=C(F)N(C(=Cc2cc1)F)[Cu@@](O[C][C]([C][CH])[C](C)F)(OC(=O)/C(=C(/[C])\F)/C=[C]/[C]C(=[CH])C)[O])C)([O])O[C][C][C](C)F.[C](F)F.[CH].[CH]F.[CH2].[F].[H].[H].[H].[H].[H]
"mof_unit_pretest_1061.cif
",[C]1([C])O[Cu]234([Cu]([N])(O[C]([C])O2)(O1)(OC(=C([CH][C])[CH][C])O4)OC(=C([CH][C])[CH][C])O3)[N].[CH2][CH2].[CH2][CH2].[H].[H].[H].[H].[H].[H]
"mof_unit_pretest_1062.cif
",C(=O)(C(=[CH])[C]([C])[C](/C(=[C]/[CH])/OCCC)I)O[Cu@@](N1C=CC=c2c1ccc1C=CN(C=c21)[Cu@@]([O])(OC(=O)/C(=C/[C])/[CH])O[C]C#C[C]([CH])[CH])(O[C][C])[O].[C](=[CH])[C].[CH].[CH].[C](=[CH])OCCC.[CH]
"mof_unit_pretest_1063.cif
",O1[C](O[V]2([O])(O[C](O[V]1(O[C]C#[C])(O[C][C]C1=C(C(=C([C]=[C]1)O[CH][C])C)[CH2])(O2)[O])C#[C])[O])[C]C1=C(C(=C(C(=[C]1)[CH])C)OCC)C.O1[C](O[V]2([O])(O[C](O[V]1(O[C]C#[C])(O[C][C]C1=[C][C]=C(C(=C1[CH2])C)O[CH][C])(O2)[O])C#[C])[O])[C]C1=[C]C(=C(C(=C1C)OCC)C)[CH].[H].[H].[H].[H].[H].[H].[H].[H].[H].[H].[H].[H].[H].[H].[CH2].[H].[CH2].[H]
"mof_unit_pretest_1064.cif
",[C]1(/C(=C/[C])/[CH][C])O[Zn]2O[C](/C(=C/[C])/C=[CH])O[Zn@@]34O[Zn@@](O[C]([C](C=[CH])[C]([C])[C](C#N)[C]([C])OCCC)O[Zn](O[C](/C(=[C]\OCCC)/[CH][C])O2)O[C](/C(=C/[C])/[C]([C])/C=C\[C])O3)(O/C(=C(\[CH])/[C]([C])[C](/C=[C]/[C]OC[CH][CH2])OCCC)/O4)O1.[CH].[CH].[C](=[C]\OCCC)\C#N.[H].[H].[H].[H]
"mof_unit_pretest_1065.cif
",[CH].c1(cn(nc1)[Ni][N])c1ccc(c2cnn(c2N)[Ni][N])cc1.[C](=[CH])[C]([CH]C1=CN(N=[C]1)[Ni](N=[CH])n1cc([C]([C])C=[CH])cn1)[S@@]([O])O.[C]([N][N][Ni](N([CH])[N])[N][C]N)[S@@]([O])O.[CH].[CH]=[C][C]=[CH].[C].[C][C].[C][S@@]([O])O.[H].[H].[O].[NH2].[O].[O]
"mof_unit_pretest_1066.cif
",C\1(=C(\[C]([C])CC)/[CH][C])/O[Cu]234([Cu](N([C]([C])c5ccccc5)[C]([C])c5ccccc5)(O/C(=C(/[C]([C])CC)\[CH][C])/O2)(O1)(O[C](C#C[C])O4)O[C](C#C[C])O3)N([C]([C])c1ccccc1)[C]([C][CH])c1ccccc1.[C]1=CC=CC=C1.[C]1=CC=CC=[C]1.[CH]C.[CH]C.[CH]C.[CH2].[H].[H].[H].[H].[H].[H]
"mof_unit_pretest_1067.cif
",[C]1(c2c(c(c(c(c2c2ccccc2)c2ccccc2)/C(=[C]\F)/[C]F)c2ccccc2)c2ccccc2)O[Zn]23(N4[C](C(=C(C(=C4F)F)/C(=[C]\C4=CC=[C]C=C4)/[C]c4ccccc4)F)F)O[C](c4c(c(c(c(c5ccccc5)c4c4ccccc4)/C(=[C]\F)/[C]F)c4ccccc4)c4ccccc4)O[Zn](N4[C](C(=C(C(=C4F)F)/C(=[C]\c4ccccc4)/[C]C4=C[C]=CC=C4)F)F)(O1)(O[C](C([C]F)([C]F)[C]/[C]=C/C=C\[C])O3)O[C](C([C]F)([C]F)[C]C1=[C]C=CC=C1)O2.[CH].[H].[H].[H].[H]
"mof_unit_pretest_1068.cif
",C1=C(C=N[N]1)c1ccc(C2=CN3[N@@]([CH]2)[Ni]N2C=C([CH][N@]2[Ni]3)c2c3CCc3c(cc2)C2=CN3[N@@]([CH]2)[Ni]N2C=C([CH][N@@]2[Ni]N2C=C([CH][N@]2[Ni]N2C=C([CH][N@@]2[Ni]3)c2ccc(c3cnn(c3)[Ni]n3cc(cn3)c3ccc(C4=C[N]N=C4)c4CCc34)c3CCc23)c2ccc(C3=C[N]N=C3)c3CCc23)c2ccc(c3cn(nc3)[Ni]n3cc(cn3)c3ccc(C4=C[N]N=C4)c4CCc34)c3CCc23)c2CCc12.c1cc(C2=C[N]N=C2)c2CCc2c1[C]1C=NN=C1
"mof_unit_pretest_1069.cif
",O1[C](O[V]2([O])(O[C](O[V]1(O[C][C]C1=[C]C=CC=C1[NH])(O[C][C])(O2)[O])[C])[O])[C].O1[C](O[V]2([O])(O[C](O[V]1(O[C][C]C1=C(C=CC=[C]1)[NH])(O[C][C])(O2)[O])[C])[O])[C].C1(=CC=C[C]=[C]1)[N][CH2].C1(=[C][C]=CC=C1)N[CH2].[CH3].[CH3].[H].[H].[H]
"mof_unit_pretest_107.cif
",C\1(=C\[CH])/O[Cu]234([Cu](N[C]S([O])([O])O)(O1)(O[C](C(=[CH])[C]C=[CH])O2)(O/C(=C\[CH])/O3)O[C](/C(=[C]\S([O])([O])O)/[C][C]([CH])Br)O4)N[CH]
"mof_unit_pretest_1070.cif
",[C]1([C](/[C]=C/[C])[C]S([O])([O])O)O[Cu]234([Cu](N(/[C]=C/[CH])[C]S([O])([O])O)(O1)(O[C](C#CC([CH])([C][S]([O])[O])[C][S]([O])[O])O2)(O[C](C(=[CH])[C][C]([C]Cl)Cl)O3)O[C](C#CC([C][S]([O])[O])([C][S]([O])[O])[C]Cl)O4)N(/[C]=C/[C]S([O])([O])O)[C]Cl.[OH].[OH].[OH].[O].[H].[Cl]
"mof_unit_pretest_1071.cif
",[C]1(c2ccc(cc2)/C(=[C]\OC[CH2])/[C]O[CH]CC)O[Zn]23(N4[C](C=C(C(=[CH])[CH])C=C4OC[CH2])OCCC)O[C](c4ccc(cc4)/C(=[C]\OC[CH2])/[C]OCC[CH2])O[Zn](N4[C](C=C(C=C4OCCC)C(=[CH])[CH])OC[CH2])(O1)(OC(=[C])O3)OC(=[C])O2.[CH3].[CH3].[CH3].[CH3].[H].[H]
"mof_unit_pretest_1072.cif
",[C]1(c2ccc(/C(=[C]\OCC)/[CH])cc2)O[Zn]23(N4[CH]C(=C(C=C4)C(=[CH])[CH])OCC)O[C](c4ccc(/C(=[C]\OC[CH2])/[CH])cc4)O[Zn](N4[CH]C(=C(C=C4)C(=[CH])[CH])OC[CH2])(O1)(O[C]([C])O3)O[C]([C])O2.[H].[H].[H].[H]
"mof_unit_pretest_1073.cif
",O1[C](O[V]2(O[C](O[V]1(O2)(O[C]c1cc2[C]=C(C(=C(c2cc1)[S]([O])[O])[C][O])[S]=O)(O[C]/C(=C/C(=[C]/[C][O])/S([O])([O])O)/[C])[O])c1c(c2cc(c(cc2c(c1F)F)C(=O)[O])F)F)([O])[O])c1c(c(c(c(c1F)S([O])([O])O)C(=O)O[V][O])[S@@]([O])O)F.[C]S([O])([O])O.[O][V][O].[O].[OH].[O].[F].S([O])O.[O].[O].[OH]
"mof_unit_pretest_1074.cif
",[Zn@]123O[Zn@]4(O/C(=C(\[CH])/[C]C5=[C]C=CC=C5)/O[Zn](O/C(=C(\[CH])/[C]C5=[C]C=CC=C5)/O3)O[C](O[Zn](O[C](O2)[C])O[C](O4)[C])[C])O/C(=C(/[CH])\[C]C2=CC=CC=[C]2)/O1.[Zn@@]123O[Zn@@]4(O/C(=C(\[CH])/[C]C5=CC=CC=[C]5)/O[Zn](O/C(=C(\[CH])/[C]C5=CC=CC=[C]5)/O3)O[C](O[Zn](O[C](O2)[C])O[C](O4)[C])[C])O/C(=C(/[CH])\[C]C2=[C]C=CC=C2)/O1.C1=CC=C[C]=[C]1.C1=[C][C]=CC=C1.C1=[C][C]=CC=C1.C1=CC=C[C]=[C]1.C1=CC=C[C]=[C]1.C1=[C][C]=CC=C1.[N]([O])[O].[N]([O])[O].[N]([O])[O].[N]([O])[O].[N]([O])[O].[N]([O])[O]
"mof_unit_pretest_1075.cif
",[C]1(/C=[C]\Cl)O[Zn]23(N[CH])O[C](C4=C[C]=[C]C(=C4)[C]C=[CH])O[Zn](N[C]=N)(O1)(O/C(=C(\[CH])/Cl)/O2)O[C](C1=CC=[C]C(=C1)[C]C=[CH])O3.[CH3].[Cl]
"mof_unit_pretest_1076.cif
",[Ba](O[P@@](=O)([C]1[CH][C](C=C([CH]1)N1C(=O)C2=C3C(=[C]C=C2)[C]=[C]C=C3C1=O)P([O])O[CH])O[C@H](C)NC)O[P@](=O)(C1=C[C]=CC(=C1)C(=[CH])[CH])OCC.[Ba](O[P@](=O)([C](/C=[C]/[N]C(=O)[C]C=[CH])C=[C])OCC)OP([O])O[CH].[C](=O)C1=C(C=[C]C(=[C]1)[C])NC.[C@H]([CH2])(NC)OP(c1cc(cc(c1)C(=[CH])[CH])[P@](=O)(OCC)[O])[O].[CH].C(C)OP(=O)=O.[CH2].[CH2].[H].[H].[H].[H].[H].[H].[O].[O]
"mof_unit_pretest_1077.cif
",C\1(=C(/[CH])\[C]([C])[C]([C])OC)/O[Cu]234([Cu](N5[CH]C(=C([C]=C5[C]O[CH])I)OC)(O1)(O[C](C1=C[C]=[C]C(=C1)[C]=[CH])O2)(O[C](C(=[CH])[CH][C])O3)O[C](C1=C([C]=[C][C]=C1)I)O4)N1[CH][C]=C(C(=C1I)OC)[CH].[C][CH][C]OC.[C]OC.[C]([C])I.[C](=[C]\[O])\OC.[O][CH2].[H].[I].[CH2].[H].[H].[H].[I]
"mof_unit_pretest_1078.cif
",[C]1(/C(=C/[C])/C(=[NH]C)[C])O[Cu]234([Cu](N([C]([C])NC)[C]([C])I)(O[C](/C(=C/[C])/C(=[NH]\C)/[C])O2)(O1)(O[C](C1=CC(=[C]C(=C1I)[C]NC)[C]NC)O4)O[C](C1=C(C(=[C]C(=C1)[C]NC)[C]NC)I)O3)N([C]([C])NC)[C]([C])I.C[NH].[CH2].[CH].[CH2][N].[H].[H].[H].[H].[H].[NH].[NH]
"mof_unit_pretest_1079.cif
",O=C(O[Cu@@](O[C][C][CH2])(O[C][C][CH]N(=O)=O)N1C=Cc2c(=C1)c1c(cc2)c2=CN([Cu]([O])(OC(=O)C3=CC(=[C][C]=C3)[C]/C=[C]/O)[O])C(=Cc2cc1)O)C1=C[C]=[C]C(=C1N(=O)=O)[C]C=[CH].[CH2].[CH2].[CH].[CH].[H].[H].[H].[H]
"mof_unit_pretest_108.cif
",[C]1(C2=c3c(=C([C]=[C]2)C(=O)[O])cccc3)O[Cr]234O[C](c5c6c(c(C(=O)[O])cc5)C=C[C]=C6Cl)O[Cr]5(O[C](C#CC(=O)[O])O[Cr@@](O[C](c6c(c(c(cc6)[C](O[Cr]O[Cr])O[Cr])[C])[CH][C])O5)(O1)O[C](C#CC(=O)[O])O3)(O[C](C#CC(=O)[O])O2)O4.[CH].[Cl].[H].[H].[H].[H]
"mof_unit_pretest_1080.cif
",[C]1([C])O[Zn]23([N])O[C]([C])O[Zn]([N])(O1)(O[C](C#CC([CH])([CH])[CH])O3)O[C](C#CC([CH])([CH])[CH])O2.[CH2].[CH2].[CH2].[CH2].[H].[H].[H].[H].[O].[O]
"mof_unit_pretest_1081.cif
",[C]1(C2=CC=[C]C(=C2C)[C]/C=[C]/C)O[Zn]23(N4[CH]C=[C]C(=C4)[C]=[CH])O[C](C([CH]C)([CH]C)[CH2])O[Zn](N4[CH]C(=C(C(=C4C)[C]/C=[C]/C)[C])C)(O1)(O[C](C1=CC(=[C]C=C1)[C]C(=[CH])C)O2)O[C](C([CH2])([CH2])[CH2])O3.[H]
"mof_unit_pretest_1082.cif
",O1[C](O[V]2([O])(O[C](O[V]1(O[C]C#[C])(O[C][C])(O2)[O])C#[C])[O])c1c(cc2c(c1)c1c(c3cc([C]4O[V]5(O[C]C#[C])(O[C][C])(O[C](O[V]([O])(O4)([O])O5)C#[C])[O])c(cc3cc1)CC)cc2)CC.C(=[C]\C=[CH])/[C][CH][CH2].C(=[C]\C=[CH])/[C][CH][CH2].[CH].[CH].[C].[C].[C].[C].[H].[H].[H].[H]
"mof_unit_pretest_1083.cif
",C1(=C([CH][C])[CH][C])O[Cu]234([Cu](N([CH][C])[CH][C])(OC(=C([CH][C])[CH][C])O2)(O1)(O[C](/C(=[C]\C=[CH])/[C]C=[CH])O4)O[C](/C(=[C]\C=[CH])/[C]C=[CH])O3)N([CH][C])[CH][C].[H].[H].[H].[H]
"mof_unit_pretest_1084.cif
",[C]1(C2=C(C(=[C]C(=C2)[C]Cl)[C]OC)OC)O[Zn]23(N4[C](C(=[C]C(=C4)[C]Cl)[CH])Cl)O[C](C4=CC(=[C]C(=C4OC)[C]OC)[C]Cl)O[Zn](N4[C](C(=[C]C(=C4)[C]Cl)[CH])Cl)(O1)(O[C](C1=CC=[C]C(=C1OC)[C]/C(=[C]/OC)/OC)O3)O[C](C1=C(C(=[C]C=C1)[C]/C(=[C]/O[CH2])/OC)OC)O2.[H]
