MOFname,volume [A^3],weight [u],surface_area [m^2/g],volumetric_sa [m^2/cm^3],void_fraction,void_volume [cm^3/g],topology_num,metal_element,metal_group,functional_group_1,functional_group_2,organic_linker1,organic_linker2,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol]
mof_unit_pretest_181,4360.336129,2216.61216,2035.07,1717.891854138829,0.28791,0.3411,0,1,12,14,13,1,9,12.50898963,5.869273000000001
mof_unit_pretest_182,3749.358375,1055.75196,4439.93,2076.002117017213,0.52738,1.1279,0,1,12,14,5,18,26,11.36491866,4.9709650000000005
mof_unit_pretest_183,1121.820647,839.83524,0.0,0.0,0.04573,0.0367999999999999,0,2,11,7,10,4,9,14.79120559,8.378703999999999
mof_unit_pretest_184,1667.550782,949.8712,1171.62,1108.2025740449196,0.2012299999999999,0.2127,0,2,11,15,6,14,23,26.59120313,6.248635
mof_unit_pretest_185,1668.981799,783.40822,2625.65,2046.5392760656832,0.31606,0.4055,0,1,12,7,6,14,25,13.3587381,5.605266
mof_unit_pretest_186,3442.630644,2244.671696,1385.94,1500.5606571676035,0.26045,0.2406,1,10,2,17,8,50,54,16.14651525,6.122266000000001
mof_unit_pretest_187,3772.816762,1913.697736,1914.78,1612.7729807149256,0.35507,0.4215999999999999,1,10,2,20,14,51,54,17.5463788,5.986096
mof_unit_pretest_188,4334.121798,1914.1859600000005,2805.6,2057.5741438911245,0.3667099999999999,0.5,3,4,6,20,17,2,25,14.3876494,4.832255
mof_unit_pretest_189,1668.9254970000002,895.36096,1820.67,1621.9563670184157,0.24415,0.2741,0,1,12,20,8,4,23,23.02159584,5.710565
mof_unit_pretest_190,2367.908646,1523.920358,1687.32,1803.1900738860077,0.25738,0.2407999999999999,0,2,11,1,19,12,28,29.10344189,5.834708999999999
mof_unit_pretest_191,3055.152439,1354.83308,2866.87,2111.094302450084,0.3737599999999999,0.5076,5,12,10,17,17,4,13,14.94731675,5.013868
mof_unit_pretest_192,1117.370502,585.4685599999999,2019.1,1756.753919334027,0.3276199999999999,0.3765,0,2,11,0,0,1,14,8.702856652000001,5.333503
mof_unit_pretest_193,1964.682183,1106.1561800000002,1860.78,1739.6660935870814,0.2510399999999999,0.2685,0,1,12,10,7,10,18,15.51098764,5.440875
mof_unit_pretest_194,1451.09438,847.28808,1454.4,1410.1523275579116,0.2240999999999999,0.2311,0,1,12,15,8,12,18,19.71847852,6.069954
mof_unit_pretest_195,3982.51073,4045.761251,0.0,0.0,0.04147,0.0246,3,4,6,10,1,4,15,59.5958129,10.504869
mof_unit_pretest_196,1071.892378,547.5051599999999,2096.72,1778.3784941947167,0.2580699999999999,0.3043,0,2,11,6,6,12,22,10.23786298,5.461244000000001
mof_unit_pretest_197,2304.219981,1517.2024,264.19,288.8568585655237,0.0795299999999999,0.0727,2,9,5,6,20,17,22,39.95604885,8.323447999999999
mof_unit_pretest_198,3184.483518,847.4934800000002,4498.2,1987.8465103513645,0.5600399999999999,1.2673,0,1,12,5,5,3,5,5.866541028,4.773778
mof_unit_pretest_199,2217.503285,1029.58464,2669.9,2058.446123572445,0.3947399999999999,0.512,0,2,11,3,8,17,22,12.77408908,4.870674
mof_unit_pretest_200,1599.357108,1040.2956,934.31,1009.1344679411662,0.15872,0.1469999999999999,2,9,5,20,11,5,13,21.29116661,6.40984
mof_unit_pretest_201,3191.649406,1124.35708,3044.53,1780.9677848065135,0.3327399999999999,0.5687999999999999,0,2,11,7,7,3,5,16.60531773,5.965314
mof_unit_pretest_202,2196.310914,1142.08252,1980.99,1710.5377940126627,0.25119,0.2908999999999999,0,2,11,19,16,18,19,20.56871573,5.802122
mof_unit_pretest_203,2932.722451,1028.31916,4211.75,2452.2586474546547,0.4573499999999999,0.7854999999999999,0,2,11,5,2,11,29,6.976184257000001,4.426444999999999
mof_unit_pretest_204,2921.8050350000003,1248.06876,2706.68,1919.866009214567,0.3668699999999999,0.5171999999999999,0,2,11,12,9,8,9,9.433643039,5.741276999999999
mof_unit_pretest_205,3103.867557,2011.716726,1343.0,1445.394454523045,0.2413599999999999,0.2243,5,12,10,1,4,9,13,16.29223327,6.101636
mof_unit_pretest_206,1351.170382,673.2960400000001,2094.62,1733.196947640015,0.28144,0.3401,0,1,12,7,7,1,13,11.80600064,5.633935
mof_unit_pretest_207,1424.102346,685.58592,2572.1,2056.1522226873526,0.3135999999999999,0.3922999999999999,0,2,11,18,18,1,21,12.47082934,4.92396
mof_unit_pretest_208,680.99802,575.4291400000001,0.0,0.0,0.0627799999999999,0.0446999999999999,0,2,11,11,20,10,14,56.54015153,8.803230000000001
mof_unit_pretest_209,1355.617835,881.35724,1652.02,1783.5148487453337,0.2912699999999999,0.2697999999999999,0,2,11,5,4,12,16,14.14997666,5.415092
mof_unit_pretest_210,2203.962965,1282.65466,1228.94,1187.6346423215778,0.1989799999999999,0.2059,2,9,5,13,13,17,24,25.98986899,6.516356
mof_unit_pretest_211,1657.595264,773.6016459999998,2817.67,2183.6133567229313,0.3669799999999999,0.4734999999999999,0,2,11,14,1,16,19,11.9501979,5.181153
mof_unit_pretest_212,2790.74508,1274.18676,3720.77,2820.931051318535,0.38494,0.5077,2,9,5,3,3,16,20,21.97819318,5.843495
mof_unit_pretest_213,3497.793771,1366.6865,3426.27,2223.018179713373,0.40121,0.6184,2,9,5,11,10,6,18,28.77505845,6.281518
mof_unit_pretest_214,907.3630730000002,839.59582,0.0,0.0,0.0532299999999999,0.0345999999999999,0,1,12,9,2,4,10,39.05574736,8.168205999999998
mof_unit_pretest_215,6268.387982,2055.08212,3286.67,1789.2710628504385,0.52416,0.9628,2,9,5,10,17,27,28,18.96663808,5.149583
mof_unit_pretest_216,1565.728292,781.7560999999998,2295.4,1903.0928739117783,0.28515,0.3438999999999999,0,2,11,20,5,4,17,17.93884327,5.329616000000001
mof_unit_pretest_217,6845.114948,3311.7291600000003,1849.45,1485.8103777627334,0.25039,0.3116999999999999,3,4,6,11,14,3,27,11.71369042,5.858967
mof_unit_pretest_218,5037.866439,2143.3604800000003,3426.62,2420.812988419321,0.3816199999999999,0.5402,5,12,10,0,0,4,12,16.48507422,5.194176000000001
mof_unit_pretest_219,2273.106486,1639.4181199999998,640.72,767.3349093838483,0.13963,0.1166,2,9,5,2,17,2,2,33.16639326,6.496802
mof_unit_pretest_220,1362.360455,887.81574,1546.87,1673.9071113399075,0.2742999999999999,0.2535,0,2,11,2,19,1,16,14.97358834,5.033047
mof_unit_pretest_221,1959.624732,1068.39336,1820.5,1648.1459885364548,0.2888999999999999,0.3190999999999999,2,9,5,20,12,1,13,17.72483774,5.343192
mof_unit_pretest_222,2438.290133,1761.018,0.0,0.0,0.07438,0.062,2,9,5,13,17,17,19,51.62192402,8.561104999999998
mof_unit_pretest_223,1617.776254,1078.47276,511.03,565.6969614953146,0.14978,0.1353,2,9,5,12,12,4,22,19.07957165,5.935221
mof_unit_pretest_224,1885.191119,1707.536196,233.88,351.76639234116925,0.04923,0.0327,1,10,2,13,10,46,57,46.31276179,7.499336999999999
mof_unit_pretest_225,5169.831275,2423.54144,2656.13,2067.61718840617,0.3009299999999999,0.3866,5,12,10,12,10,11,12,14.70198143,4.623233
mof_unit_pretest_226,1654.795559,1301.69236,0.0,0.0,0.1234,0.0945,0,2,11,17,10,9,13,39.80962208,6.421809
mof_unit_pretest_227,1436.050425,1106.1841,529.34,677.0787147333583,0.10432,0.0816,0,1,12,13,3,14,21,21.57886292,6.8331550000000005
mof_unit_pretest_228,11536.772442,5497.67488,2342.91,1853.9459086276581,0.34564,0.4368,0,1,12,11,11,1,17,15.30930059,5.6369940000000005
mof_unit_pretest_229,2378.083253,1200.08928,1003.08,840.5601549461354,0.17065,0.2036,0,1,12,7,18,18,22,42.32078629,7.126894999999999
mof_unit_pretest_230,7794.289006,3983.21952,2305.31,1956.292531234696,0.3263499999999999,0.3846,4,1,12,11,12,38,40,21.64628553,6.322279
mof_unit_pretest_231,1612.307812,1035.21596,1327.88,1415.7564753180682,0.2464,0.2311,0,1,12,17,15,12,17,19.78287113,5.234251
mof_unit_pretest_232,2450.508757,1112.54372,2851.49,2149.7076742852078,0.32461,0.4305999999999999,0,1,12,6,2,4,28,15.12601919,5.685939
mof_unit_pretest_233,1217.837709,638.48812,2260.0,1967.5173418891172,0.3204599999999999,0.3680999999999999,0,2,11,10,14,14,19,12.67241255,5.122358
mof_unit_pretest_234,1361.341803,783.34712,1910.36,1825.3620311878894,0.25296,0.2646999999999999,0,2,11,2,16,11,16,13.42939311,5.292285
mof_unit_pretest_235,997.222212,628.4487,691.75,723.8920095672962,0.14957,0.1429,0,2,11,9,15,10,23,23.32120169,6.32042
mof_unit_pretest_236,691.134679,526.97952,0.0,0.0,0.11481,0.0907,0,1,12,8,8,10,12,52.78504124,7.558017999999999
mof_unit_pretest_237,3039.546743,1347.908573,3106.45,2287.508429136025,0.35186,0.4778,5,12,10,1,6,4,13,15.25623239,5.102562
mof_unit_pretest_238,1689.371816,829.744646,2011.43,1640.4797116144712,0.2492099999999999,0.3055999999999999,0,2,11,1,13,11,25,13.91431307,5.270449
mof_unit_pretest_239,3871.059583,2609.28752,1059.27,1185.6198995049804,0.1888099999999998,0.1686999999999999,3,4,6,20,20,1,11,29.42240063,6.507189
mof_unit_pretest_240,1560.248274,819.7212599999998,1646.26,1436.208988276412,0.25367,0.2908,0,2,11,15,13,4,17,16.80525508,5.755783
mof_unit_pretest_241,1128.802179,623.15124,1858.92,1704.052813387647,0.27293,0.2977,0,1,12,8,8,4,11,12.80790114,5.764483
mof_unit_pretest_242,3447.85696,2131.20684,908.24,932.2313683430658,0.17337,0.1688999999999999,2,9,5,17,13,17,23,40.01839874,7.090596000000001
mof_unit_pretest_243,2169.344424,1597.34124,0.0,0.0,0.20007,0.1636,0,1,12,4,18,13,18,30.64746474,7.1231800000000005
mof_unit_pretest_244,1663.411438,1849.9298,0.0,0.0,0.15257,0.0826,0,2,11,2,4,14,23,34.38732548,6.517128
mof_unit_pretest_245,1666.087788,883.35532,1908.09,1679.8988371112437,0.27037,0.3070999999999999,0,1,12,7,17,1,23,16.52877983,5.90621
mof_unit_pretest_246,2834.54815,1261.8458,3040.76,2247.767138480507,0.3720499999999999,0.5032999999999999,0,2,11,2,14,22,29,12.54479306,4.768506
mof_unit_pretest_247,1110.295446,679.62132,0.0,0.0,0.13754,0.1353,0,2,11,13,13,4,12,14.86769268,6.080971
mof_unit_pretest_248,3318.903644,1227.79488,3487.93,2142.6224973606622,0.4076299999999999,0.6635999999999999,0,1,12,11,20,17,23,11.99842479,5.436028
mof_unit_pretest_249,1085.824326,659.22816,1208.78,1218.6252586032813,0.17831,0.1769,0,1,12,11,16,10,26,33.61596764,6.04063
mof_unit_pretest_250,6079.052514,2406.01468,2940.94,1932.8371671866694,0.3399099999999999,0.5171999999999999,3,4,6,12,13,3,7,23.53673478,5.541155000000001
mof_unit_pretest_251,7869.996621999999,3810.491146,2309.82,1857.0828294439148,0.30723,0.3821,3,4,6,1,1,2,17,18.59614307,5.879903
mof_unit_pretest_252,2461.094163,1516.7784,0.0,0.0,0.14544,0.1421,2,9,5,17,7,18,19,47.65238584,7.612999
mof_unit_pretest_253,2638.213418,1602.17243,0.0,0.0,0.17995,0.1784,5,12,10,1,10,9,11,32.87672328,6.783421000000001
mof_unit_pretest_254,2268.470488,2157.65444,0.0,0.0,0.1260099999999999,0.0797999999999999,0,1,12,4,2,14,14,78.65913951999998,7.299708
mof_unit_pretest_255,1122.239852,715.65496,1256.02,1330.0295184377,0.17649,0.1666999999999999,0,2,11,5,5,1,9,31.25745864,7.137127
mof_unit_pretest_256,1951.361088,1396.4500380000002,0.0,0.0,0.1322899999999999,0.1113,2,9,5,1,6,1,16,63.03644988,7.346878999999999
mof_unit_pretest_257,4044.395462,2765.67288,0.0,0.0,0.0,0.0,4,2,11,18,12,38,38,19.90370816,6.889225
mof_unit_pretest_258,3080.95066,2457.66192,0.0,0.0,0.0598599999999999,0.0451999999999999,2,9,5,14,10,18,29,26.17238425,7.662244
mof_unit_pretest_259,1085.867262,803.0553599999998,0.0,0.0,0.1531599999999999,0.1247,0,1,12,10,17,5,17,98.03757546000001,8.384636
mof_unit_pretest_260,1152.342082,853.3642599999998,0.0,0.0,0.1069099999999998,0.0869,0,1,12,10,5,4,22,56.25974589,7.111238
mof_unit_pretest_261,2011.866975,879.77652,2517.5,1828.0552220531888,0.3791499999999999,0.5221,0,2,11,12,12,14,27,13.25848209,5.195005999999999
mof_unit_pretest_262,1260.7071119999998,934.90622,1310.09,1613.250113073395,0.22484,0.1826,0,1,12,15,19,10,10,24.16630716,5.49868
mof_unit_pretest_263,2918.96331,1362.02954,2046.04,1585.3265636651972,0.2352499999999999,0.3035999999999999,0,1,12,16,13,11,29,23.61394984,6.009787
mof_unit_pretest_264,3009.511338,1218.1669,3507.16,2357.2905561891075,0.3365199999999999,0.5007,0,2,11,7,9,18,23,17.44374502,5.603912
mof_unit_pretest_265,1560.512065,1071.6036800000002,1174.62,1339.4027399660197,0.1955699999999999,0.1715,0,2,11,17,20,4,17,31.99071958,6.383312
mof_unit_pretest_266,1334.832831,729.6384799999998,1781.27,1616.80383227772,0.2638099999999999,0.2906,0,2,11,18,10,4,13,14.95474724,5.604142
mof_unit_pretest_267,4378.750581,1641.172,3151.28,1961.271015883288,0.39445,0.6338,2,9,5,6,6,3,18,34.58764994,6.465797
mof_unit_pretest_268,2768.963165,1974.517616,990.0,1172.2648825955243,0.20906,0.1766,1,10,2,17,8,48,53,16.95137134,5.997991000000001
mof_unit_pretest_269,1742.802773,721.33884,3120.23,2144.4918949168245,0.3851399999999999,0.5604,0,1,12,20,5,4,26,10.48995568,5.081701
mof_unit_pretest_270,1934.464838,1180.03968,1406.36,1424.5542830425118,0.22695,0.2240999999999999,0,2,11,13,19,24,27,25.77907459,6.2161800000000005
mof_unit_pretest_271,1558.891249,1049.750689,1088.36,1216.9973916712183,0.19559,0.1749,0,2,11,20,1,9,16,17.61561631,5.74303
mof_unit_pretest_272,1100.285247,879.7831199999998,0.0,0.0,0.0655299999999998,0.0493999999999999,0,2,11,14,15,9,24,47.007571,7.017882000000001
mof_unit_pretest_273,1296.27305,943.06286,1111.35,1342.58481139343,0.2239899999999999,0.1854,0,1,12,4,4,4,16,20.13720178,5.722497
mof_unit_pretest_274,1643.416212,1487.29387,1097.27,1648.9574636268496,0.26861,0.1787,0,2,11,2,4,13,14,14.57299365,5.5468720000000005
mof_unit_pretest_275,1143.290123,918.78335,1450.26,1935.30429192592,0.2645,0.1981999999999999,0,1,12,20,4,11,14,10.98557783,6.015639
mof_unit_pretest_276,1811.068188,789.73504,3012.84,2181.571244493729,0.3093699999999999,0.4272,0,2,11,18,18,2,10,18.57664252,5.998296
mof_unit_pretest_277,6829.076294,2810.5443,2975.56,2033.4987441328951,0.38585,0.5645999999999999,3,4,6,3,16,3,3,10.04138402,5.460116
mof_unit_pretest_278,1578.469968,889.23053,1958.23,1831.8439199816448,0.3085999999999999,0.3299,0,1,12,4,4,14,17,19.79328401,5.83009
mof_unit_pretest_279,2213.302463,1776.655251,0.0,0.0,0.0698399999999999,0.0524,2,9,5,10,1,16,18,106.8174695,8.297475
mof_unit_pretest_280,2194.541223,929.55096,3003.64,2112.6330324761666,0.32993,0.4691,0,1,12,13,13,17,24,15.0475584,5.282101
mof_unit_pretest_281,1920.07761,1324.69288,0.0,0.0,0.0922599999999999,0.0805,2,9,5,0,0,2,16,160.09951,9.59024
mof_unit_pretest_282,2922.52183,2048.45268,0.0,0.0,0.1015,0.0872,0,1,12,13,12,10,12,54.43118273,6.918809
mof_unit_pretest_283,4046.66003,3490.1864,0.0,0.0,0.06185,0.0432,3,4,6,16,19,11,15,73.68282823,9.204331
mof_unit_pretest_284,1423.464027,725.28448,2187.7,1850.9572184809258,0.2670099999999999,0.3155999999999999,0,1,12,11,5,14,21,14.22279244,5.738678
mof_unit_pretest_285,3319.076064,1428.3536,2267.16,1620.1209022881526,0.3270799999999999,0.4577,0,2,11,11,13,16,28,16.92025829,5.723706
mof_unit_pretest_286,2254.086811,1480.40964,1568.57,1710.6528973992404,0.25933,0.2378,3,4,6,3,20,4,19,20.45337758,5.676080000000001
mof_unit_pretest_287,4280.834634000001,4181.52808,0.0,0.0,0.07259,0.0448,3,4,6,9,10,11,14,71.13808815,8.177944
mof_unit_pretest_288,3465.89358,1183.75376,3757.74,2131.1773988191635,0.4654499999999999,0.8206999999999999,0,1,12,11,14,18,25,9.224956839,4.646496
mof_unit_pretest_289,4250.982579,3089.87544,753.6699999999998,909.6610549912847,0.14393,0.1192,3,4,6,9,13,19,22,33.16761341,6.238256
mof_unit_pretest_290,1314.108517,1303.38468,0.0,0.0,0.0933299999999999,0.0567,0,2,11,3,19,12,16,91.27998576,8.398439
mof_unit_pretest_291,1553.790667,1364.20402,0.0,0.0,0.0901099999999999,0.0618,0,2,11,19,5,16,24,79.38962187,7.422478999999998
mof_unit_pretest_292,3843.394812,1616.80304,2506.32,1750.7549520337905,0.3832499999999999,0.5486999999999999,2,9,5,10,10,7,18,28.82599859,6.1684470000000005
mof_unit_pretest_293,1584.450801,743.3443599999998,2297.56,1789.8839763143828,0.3493999999999999,0.4485,0,1,12,5,5,4,17,13.27236717,5.390532
mof_unit_pretest_294,3249.519072,1476.8022,2644.39,1995.6090866578782,0.3060999999999999,0.4056,2,9,5,16,17,16,26,51.32909926,6.681808
mof_unit_pretest_295,2428.9737600000003,1033.76748,3366.98,2379.508748146208,0.3900099999999999,0.5519,0,2,11,17,10,4,28,12.56189462,5.077237
mof_unit_pretest_296,4165.320378,3288.15144,619.07,811.5025431282477,0.1306799999999999,0.0996999999999999,3,4,6,2,14,22,24,60.57007564,7.596485
mof_unit_pretest_297,1622.486059,924.22344,1800.84,1703.4047726834333,0.3095899999999999,0.3272999999999999,2,9,5,20,20,1,1,13.97951809,4.882482
mof_unit_pretest_298,901.140499,823.13356,771.46,1170.1403075386877,0.16408,0.1082,0,2,11,3,17,1,10,47.25154092,6.526214
mof_unit_pretest_299,2054.569945,1308.20668,1192.38,1260.7147695574579,0.19495,0.1844,0,2,11,19,20,9,18,25.76122341,6.630724000000001
mof_unit_pretest_300,17352.215913,8561.73088,1893.4,1551.2997718011586,0.37679,0.4598999999999999,0,1,12,0,0,15,15,10.7206713,4.842716
mof_unit_pretest_301,1814.78417,1335.76376,0.0,0.0,0.0384899999999998,0.0315,0,1,12,9,7,10,29,27.23562773,9.316597
mof_unit_pretest_302,5097.536678,2391.63184,2712.72,2113.4192690755667,0.3271899999999999,0.4199999999999999,5,12,10,12,12,1,12,16.70384514,5.479506
mof_unit_pretest_303,1635.711168,1088.2633,908.13,1003.2799047669388,0.17457,0.158,0,1,12,16,3,22,25,17.77406337,5.85192
mof_unit_pretest_304,2049.525447,1316.1838,873.5499999999998,931.531875654186,0.1235,0.1158,0,2,11,9,18,9,18,67.54702468,7.284128
mof_unit_pretest_305,1656.955244,1420.673,0.0,0.0,0.0689199999999999,0.0483999999999999,3,4,6,12,19,1,5,62.57237803,7.120726
mof_unit_pretest_306,2565.969331,1412.09464,0.0,0.0,0.216,0.2364,5,12,10,12,12,9,12,30.03768013,6.343572
mof_unit_pretest_307,2921.610722,1132.66374,3374.99,2172.6904955542163,0.4167699999999999,0.6473999999999999,0,1,12,16,16,14,29,10.02419369,4.4566
mof_unit_pretest_308,1691.689612,1095.510036,955.1,1027.0492015085385,0.16308,0.1517,0,1,12,11,1,16,24,15.38117339,6.405931
mof_unit_pretest_309,2265.353794,1757.1681600000002,0.0,0.0,0.0264199999999999,0.0205,2,9,5,12,14,2,17,44.19886509,10.700387
mof_unit_pretest_310,2931.010768,1581.661,1945.76,1743.540297548474,0.2670699999999999,0.2979999999999999,0,1,12,11,3,1,29,13.04458867,6.384213
mof_unit_pretest_311,2613.617841,1368.69776,1831.95,1593.0368163135515,0.22245,0.2558,2,9,5,12,12,13,20,17.71759109,6.268641000000001
mof_unit_pretest_312,2266.38519,1318.6456,1472.38,1422.5285853926375,0.2727299999999999,0.2823,2,9,5,14,19,2,4,12.35641934,5.277085
mof_unit_pretest_313,2885.707288,1427.78774,2416.03,1984.9995883281272,0.3074299999999999,0.3741999999999999,0,1,12,14,8,4,29,20.22449946,5.285264
mof_unit_pretest_314,1891.094711,1053.9344199999998,0.0,0.0,0.1522999999999999,0.1646,0,2,11,13,15,21,22,13.08205806,6.135599
mof_unit_pretest_315,1621.979188,919.819093,1629.38,1534.3564035253953,0.22891,0.2431,0,2,11,1,6,13,15,28.05440612,6.157830000000001
mof_unit_pretest_316,1143.4403,971.82068,0.0,0.0,0.05532,0.0391999999999999,0,2,11,10,11,9,14,32.85948018,7.633306
mof_unit_pretest_317,12052.111707,4711.74959,2457.59,1595.4206556149863,0.5051899999999999,0.7782,1,10,2,1,10,54,54,19.98296829,5.42719
mof_unit_pretest_318,5043.547825,2187.37152,3314.23,2386.798631946413,0.3928099999999999,0.5454,5,12,10,0,0,1,24,13.24947326,5.249738
mof_unit_pretest_319,1552.65508,1222.95988,1181.56,1545.3958004010185,0.2273,0.1738,0,2,11,8,3,12,18,19.00747803,5.685247
mof_unit_pretest_320,1467.61772,1167.3064,438.59,579.265110484788,0.0957999999999999,0.0724999999999999,0,2,11,16,2,10,28,46.37744309,7.047953999999999
mof_unit_pretest_321,1567.481137,843.37252,1726.95,1542.9207253171833,0.2290199999999998,0.2562999999999999,0,1,12,11,11,1,17,15.41355636,5.812259
mof_unit_pretest_322,2880.9768710000003,1289.1652800000002,3011.71,2237.838318403679,0.33515,0.4511,0,2,11,11,16,4,29,15.07667176,5.349553
mof_unit_pretest_323,2540.49897,1177.84524,2846.36,2191.319794670952,0.3311899999999999,0.4302,5,12,10,0,0,4,22,19.19895373,5.479445
mof_unit_pretest_324,1345.397333,1123.94194,702.16,974.0385070687239,0.15404,0.111,2,9,5,4,4,5,24,19.04398049,6.161794
mof_unit_pretest_325,2716.833302,1212.20384,2587.72,1917.2408421804942,0.28164,0.3800999999999999,0,2,11,13,10,18,20,21.64438399,5.520867
mof_unit_pretest_326,2927.979738,1304.21484,2735.72,2023.4824504018172,0.2877199999999999,0.389,0,2,11,12,20,11,29,20.09681025,5.748061
mof_unit_pretest_327,1008.716173,822.6041799999998,0.0,0.0,0.0,0.0,0,2,11,18,3,10,23,32.72475091,8.086152999999998
mof_unit_pretest_328,1590.293882,1100.34448,883.36,1014.9291751572202,0.16228,0.1411999999999999,2,9,5,10,10,12,22,17.868656299999998,5.414845
mof_unit_pretest_329,1803.174018,802.8632,2252.68,1665.5211058833038,0.2626199999999999,0.3552,0,2,11,6,14,11,26,11.93654174,5.432837
mof_unit_pretest_330,20236.704931,6795.69872,3494.86,1948.8159552765035,0.4734499999999999,0.8489999999999999,0,1,12,13,20,1,29,11.3688808,5.390287
mof_unit_pretest_331,1017.746746,709.60424,0.0,0.0,0.10091,0.0872,0,2,11,6,9,10,25,65.99198964,7.282796
mof_unit_pretest_332,825.039369,736.45768,0.0,0.0,0.04224,0.0285,0,2,11,2,12,10,16,58.72258025,7.902002999999999
mof_unit_pretest_333,1117.695551,713.32014,0.0,0.0,0.1403899999999999,0.1325,0,1,12,16,5,4,14,17.63720919,5.980544999999999
mof_unit_pretest_334,2237.426724,1839.485176,543.12,741.463869196771,0.1165,0.0853,1,10,2,17,17,49,56,33.8495415,5.663824
mof_unit_pretest_335,3569.337907,1342.56248,2940.2,1836.4133495048357,0.3558999999999999,0.5697999999999999,0,2,11,13,6,17,26,14.40585706,5.708727
mof_unit_pretest_336,7833.466415999998,3510.70832,2865.02,2132.137196984099,0.43217,0.5806999999999999,4,1,12,14,14,38,40,19.8049411,5.506858
mof_unit_pretest_337,1519.513544,745.27412,2210.81,1800.568348036278,0.3466799999999999,0.4257,0,1,12,8,8,1,18,15.35455013,5.523739
mof_unit_pretest_338,674.567063,530.34876,0.0,0.0,0.0896099999999999,0.0685999999999999,0,2,11,17,17,10,14,115.835244,8.592900999999998
